Channel,Message,Company Name,Batch,Qualification,Apply Link
-1001309472884,"TATA ELXSI Off Campus Hiring Fresher For *Software Engineer*     
     
Location: Chennai     
     
Qualification   : B.E/B.Tech/M.E/M.Tech/M.Sc/MCA/BCA/B.Sc     
     
Work Experience: Fresher    
   
Batch: 2022    
     
CTC    : 3 - 4 LPA     
     
Apply Link: ****https://bit.ly/3CpvxkZ****     
     
Telegram Group Link: ****https://t.me/fresheroffcampus",**TATA ELXSI Off Campus Hiring Fresher For *Software Engineer*,2022,B.E/B.Tech/M.E/M.Tech/M.Sc/MCA/BCA/B.Sc,https://bit.ly/3CpvxkZ
-1001309472884,"Cognizant Off Campus Hiring Fresher For *Genc Programmer & Analyst Trainee*   
   
Location  : PAN India   
   
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/BCA/B.Sc/M.Sc 
   
Work Experience : Fresher  
  
Batch : 2023/2022   
   
CTC    : 2.5 - 5.4 LPA   
   
Apply Link   : ****https://bit.ly/3AtfB0b****   
   
Telegram Group Link : ****https://t.me/fresheroffcampus",**Cognizant Off Campus Hiring Fresher For *Genc Programmer & Analyst Trainee*,2023/2022,B.E/B.Tech/M.E/M.Tech/MCA/BCA/B.Sc/M.Sc,https://bit.ly/3AtfB0b
-1001309472884,"Toshiba Off Campus Hiring Fresher *Trainee Engineer*   
   
Location  : Bangalore 
   
Qualification   : B.E/B.Tech/M.E/M.Tech 
   
Work Experience : Fresher  
 
Batch : 2022 
   
CTC    : 6.5 - 7 LPA 
   
Apply Link   : ****https://bit.ly/3BOvIKb**** 
   
Telegram Group Link : ****https://t.me/fresheroffcampus",**Toshiba Off Campus Hiring Fresher *Trainee Engineer*,2022,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3BOvIKb
-1001309472884,"Deloitte Off Campus Hiring Fresher For *Business Technology Analyst*      
      
Location  : PAN India  
      
Qualification   : B.E/B.Tech/M.E/M.Tech/M.Sc  
      
Work Experience : Fresher - 2 Years  
  
Batch : 2022/2021/2020/2019   
      
CTC    : 5 - 9 LPA      
      
Apply Link   : ****https://bit.ly/2WGUF8m****      
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Deloitte Off Campus Hiring Fresher For *Business Technology Analyst*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/M.Sc,https://bit.ly/2WGUF8m
-1001309472884,"CGI Off Campus Hiring Fresher For *Associate Software Engineer*         
         
Location  : Bangalore         
         
Qualification   : B.E/B.Tech/M.E/M.Tech/M.Sc/MCA    
       
Work Experience : Fresher 

Batch : 2022/2021/2020 
    
CTC : 5 - 6 LPA    
         
Apply Link   : ****https://bit.ly/3vYqxSV****         
         
Telegram Group Link : ****https://t.me/fresheroffcampus",**CGI Off Campus Hiring Fresher For *Associate Software Engineer*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/M.Sc/MCA,https://bit.ly/3vYqxSV
-1001309472884,"Infosys Off Campus Hiring Fresher For *Process Executive*                 
                 
Location  : Bangalore   
                 
Qualification   : B.E/B.Tech/B.Sc/B.Com/BBA/BA   
                 
Work Experience : Fresher         
   
Batch : 2022/2021/2020/2019   
   
CTC : 2.2 LPA         
                 
Apply Link   : ****https://bit.ly/3zT4z58****                 
                 
Telegram Group Link : ****https://t.me/fresheroffcampus",**Infosys Off Campus Hiring Fresher For *Process Executive*,2022/2021/2020/2019,B.E/B.Tech/B.Sc/B.Com/BBA/BA,https://bit.ly/3zT4z58
-1001309472884,"Wolters Kluwer Off Campus Hiring Fresher For *Associate Test Engineer*        
        
Location  : Pune   
        
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc       
        
Work Experience : Fresher - 2 years       

Batch : 2022/2021/2020/2019 
        
CTC    : 6 LPA        
        
Apply Link   : ****http://bit.ly/34wQrUw****        
        
Telegram Group Link : ****https://t.me/fresheroffcampus",**Wolters Kluwer Off Campus Hiring Fresher For *Associate Test Engineer*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,http://bit.ly/34wQrUw
-1001309472884,"PayPal Off Campus Hiring Fresher For *Data Analyst*     
     
Location  : Bangalore    
     
Qualification   : B.E/B.Tech/M.E/M.Tech     
     
Work Experience : Entry level 
 
Batch : 2022/2021/2020  
     
CTC    : 12 LPA     
     
Apply Link   : ****https://bit.ly/3iFhfoR****     
     
Telegram Group Link : ****https://t.me/fresheroffcampus",**PayPal Off Campus Hiring Fresher For *Data Analyst*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3iFhfoR
-1001309472884,"SBICard Off Campus Hiring Fresher For *Associate*       
       
Location  : Gurugram  
       
Qualification   : Graduate from commerce / BBA 
       
Work Experience : Fresher - 1 year    
  
Batch : 2022/2021/2020/2019  
       
CTC : 4 LPA       
       
Apply Link   : ****https://bit.ly/3d9Hzs8****  
       
Telegram Group Link : ****https://t.me/fresheroffcampus",**SBICard Off Campus Hiring Fresher For *Associate*,2022/2021/2020/2019,Graduate from commerce / BBA,https://bit.ly/3d9Hzs8
-1001309472884,"Adobe Off Campus Hiring Fresher For *Software Development Engineer*      
      
Location  : Bangalore  
      
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc  
      
Work Experience : Fresher 
 
Batch : 2022/2021/2020/2019  
      
CTC    : 22 LPA      
      
Apply Link   : ****https://bit.ly/3tgIg8d****   
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Adobe Off Campus Hiring Fresher For *Software Development Engineer*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3tgIg8d
-1001309472884,"MountBlue Off Campus Hiring Fresher For *Software Engineer Trainee*  
  
Location  : Bangalore  
  
Qualification   : B.E/B.Tech/M.E/M.Tech/M.Sc/MCA  
  
Work Experience : Fresher 

Batch : 2022/2021/2020 
  
CTC    : 4 LPA  
  
Apply Link   : ****https://bit.ly/3yEhPdQ****  
  
Telegram Group Link : ****https://t.me/fresheroffcampus",**MountBlue Off Campus Hiring Fresher For *Software Engineer Trainee*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/M.Sc/MCA,https://bit.ly/3yEhPdQ
-1001309472884,"DigitalOcean Off Campus Hiring Fresher *Associate Cloud Support Engineer*    
    
Location  : Work From Home 
    
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc  
    
Work Experience : Entry Level  
  
Batch : 2022/2021/2020 
    
CTC    : 6 - 7 LPA  
    
Apply Link   : ****https://bit.ly/3vPH6l5**** 
    
Telegram Group Link : ****https://t.me/fresheroffcampus",**DigitalOcean Off Campus Hiring Fresher *Associate Cloud Support Engineer*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3vPH6l5
-1001309472884,"Shell Off Campus Hiring Fresher For *Process Data Engineer*  
  
Location  : Chennai  
  
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc  
  
Work Experience : Fresher - 1 Year 

Batch : 2022/2021/2020 
  
CTC    : 5.5 - 6.5 LPA 
  
Apply Link   : ****https://bit.ly/3NMhGMC****  
  
Telegram Group Link : ****https://t.me/fresheroffcampus",**Shell Off Campus Hiring Fresher For *Process Data Engineer*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3NMhGMC
-1001309472884,"Oracle Off Campus Hiring Fresher For *Intern*    
    
Location  : Bangalore  
    
Qualification   : B.E/B.Tech/M.E/M.Tech    
    
Work Experience : Fresher  

Batch : 2023/2022/2021 
    
CTC    : 15k - 30k Per Month  
    
Apply Link   : ****http://bit.ly/33EsOJn****    
    
Telegram Group Link : ****https://t.me/fresheroffcampus",**Oracle Off Campus Hiring Fresher For *Intern*,2023/2022/2021,B.E/B.Tech/M.E/M.Tech,http://bit.ly/33EsOJn
-1001309472884,"Samsung Electronics Off Campus Hiring Fresher *Software Engineer*     
     
Location  : Noida  
     
Qualification   : B.E/B.Tech/M.E/M.Tech   
     
Work Experience : Fresher    
   
Batch : 2021/2022   
     
CTC    : 11 LPA   
     
Apply Link   : ****https://bit.ly/3Q9yjTa****  
     
Telegram Group Link : ****https://t.me/fresheroffcampus",**Samsung Electronics Off Campus Hiring Fresher *Software Engineer*,2021/2022,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3Q9yjTa
-1001309472884,"HSBC Off Campus Hiring Fresher For *Software Engineer*      
      
Location  : Pune   
      
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc    
      
Work Experience : Fresher

Batch : 2022/2021/2020 
      
CTC    : 8 LPA     
      
Apply Link   : ****https://bit.ly/3Ch2HV2****      
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**HSBC Off Campus Hiring Fresher For *Software Engineer*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3Ch2HV2
-1001309472884,"Adobe Off Campus Hiring Fresher For *Software Quality Engineer*     
     
Location  : Noida     
     
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc   
     
Work Experience : Fresher - 5 Years    

Batch : 2022/2021/2020 
     
CTC    : Approx 8 - 22 LPA     
     
Apply Link   : ****https://bit.ly/3yxPxA4****     
     
Telegram Group Link : ****https://t.me/fresheroffcampus",**Adobe Off Campus Hiring Fresher For *Software Quality Engineer*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3yxPxA4
-1001309472884,"NTT Off Campus Hiring Fresher For *Graduate Trainee*        
        
Location  : Bangalore        
        
Qualification   : B.E/B.Tech/M.E/M.Tech/M.Sc       
        
Work Experience : Fresher 
 
Batch : 2022/2021/2020/2019       
        
CTC    : 4 LPA        
        
Apply Link   : ****https://bit.ly/2Vii27c****        
        
Telegram Group Link : ****https://t.me/fresheroffcampus",**NTT Off Campus Hiring Fresher For *Graduate Trainee*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/M.Sc,https://bit.ly/2Vii27c
-1001309472884,"Philips Off Campus Hiring Fresher *Diploma Apprentice Trainee*  
  
Location  : Pune 
  
Qualification   : Any Graduate 
  
Work Experience : Fresher 

Batch : 2022/2021/2020 
  
CTC    : 3 LPA  
  
Apply Link   : ****https://bit.ly/3A5Qcdm****  
  
Telegram Group Link : ****https://t.me/fresheroffcampus",**Philips Off Campus Hiring Fresher *Diploma Apprentice Trainee*,2022/2021/2020,Any Graduate,https://bit.ly/3A5Qcdm
-1001309472884,"Toshiba Off Campus Hiring Fresher *Trainee Engineer*   
   
Location  : Bangalore 
   
Qualification   : B.E/B.Tech/M.E/M.Tech 
   
Work Experience : Fresher  
 
Batch : 2022 
   
CTC    : 6.5 - 7 LPA 
   
Apply Link   : ****https://bit.ly/3BOvIKb**** 
   
Telegram Group Link : ****https://t.me/fresheroffcampus",**Toshiba Off Campus Hiring Fresher *Trainee Engineer*,2022,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3BOvIKb
-1001309472884,"Tata Communications Off Campus Hiring Fresher For *Jr Customer Service Executive*                  
                  
Location  : Pune  
                  
Qualification   : Any Graduate               
                  
Work Experience : Fresher - 2 Years     
 
Batch : 2022/2021/2020/2019       
 
CTC : 3 LPA        
                  
Apply Link   : ****https://bit.ly/2XAMQBd****                  
                  
Telegram Group Link : ****https://t.me/fresheroffcampus",**Tata Communications Off Campus Hiring Fresher For *Jr Customer Service Executive*,2022/2021/2020/2019,Any Graduate,https://bit.ly/2XAMQBd
-1001309472884,"Amazon Off Campus Hiring Fresher For *Software Development Engineer*            
            
Location  : Chennai 
            
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc        
            
Work Experience : Fresher - 2 Years         
 
Batch : 2021/2020/2019  
        
CTC    : 8 - 22 LPA            
            
Apply Link   : ****https://bit.ly/3h038u9****            
            
Telegram Group Link : ****https://t.me/fresheroffcampus",**Amazon Off Campus Hiring Fresher For *Software Development Engineer*,2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3h038u9
-1001309472884,"Ford Off Campus Hiring Fresher For *Software Engineer*      
      
Location  : Chennai      
      
Qualification   : B.E/B.Tech      
      
Work Experience : Fresher     

Batch : 2022/2021/2020 
      
CTC    : 6 - 6.5 LPA      
      
Apply Link   : ****https://bit.ly/3jOtHnD****      
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Ford Off Campus Hiring Fresher For *Software Engineer*,2022/2021/2020,B.E/B.Tech,https://bit.ly/3jOtHnD
-1001309472884,"Shell Off Campus Hiring Fresher For *Process Data Engineer*   
   
Location  : Chennai   
   
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc   
   
Work Experience : Fresher - 1 Year  
 
Batch : 2022/2021/2020  
   
CTC    : 5.5 - 6.5 LPA  
   
Apply Link   : ****https://bit.ly/3NMhGMC****   
   
Telegram Group Link : ****https://t.me/fresheroffcampus",**Shell Off Campus Hiring Fresher For *Process Data Engineer*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3NMhGMC
-1001309472884,"Thermo Fisher Off Campus Hiring Fresher For *Software Engineer*        
        
Location  : Bangalore        
        
Qualification   : B.E/B.Tech       
        
Work Experience : Fresher - 1 Year    

Batch : 2022/2021/2020 
        
CTC    : 8 LPA        
        
Apply Link   : ****https://bit.ly/3lj4V0p****        
        
Telegram Group Link : ****https://t.me/fresheroffcampus",**Thermo Fisher Off Campus Hiring Fresher For *Software Engineer*,2022/2021/2020,B.E/B.Tech,https://bit.ly/3lj4V0p
-1001309472884,"Cognizant Off Campus Hiring Fresher For *Graduate Trainee/Engineer Trainee*    
    
Location  : PAN India    
    
Qualification   : **BCA/BSc/B.Com/BBA/B.E/B. Tech/M.E/M.Tech/MCA /M.S/M.Sc** 
    
Work Experience : Fresher   
 
Batch : 2022/2021/2020/2019 
    
CTC    : 2.5 - 4 LPA    
    
Last date : 19th Aug 
    
Apply Link   : ****https://bit.ly/3D905t3****    
    
Telegram Group Link : ****https://t.me/fresheroffcampus",**Cognizant Off Campus Hiring Fresher For *Graduate Trainee/Engineer Trainee*,2022/2021/2020/2019,**BCA/BSc/B.Com/BBA/B.E/B. Tech/M.E/M.Tech/MCA /M.S/M.Sc**,https://bit.ly/3D905t3
-1001309472884,"Bentley Off Campus Hiring Fresher For *Associate Software Engineer*    
    
Location  : Pune    
    
Qualification   : Bachelor/Master Degree  
    
Work Experience : Fresher

Batch : 2022/2021/2020 
    
CTC    : 5 - 8 LPA    
    
Apply Link   : ****https://bit.ly/3kz6s1n****  
    
Telegram Group Link : ****https://t.me/fresheroffcampus",**Bentley Off Campus Hiring Fresher For *Associate Software Engineer*,2022/2021/2020,Bachelor/Master Degree,https://bit.ly/3kz6s1n
-1001309472884,"Motorola Solutions Off Campus Hiring Fresher For *Software Engineer*        
          
Location  : Bangalore       
          
Qualification   : B.E/B.Tech/M.E/M.Tech/M.Sc        
          
Work Experience : Fresher 
 
Batch : 2022/2021/2020/2019  
       
CTC : 5 - 7 LPA        
          
Apply Link   : ****https://bit.ly/3hdyCwZ****       
          
Telegram Group Link : ****https://t.me/fresheroffcampus",**Motorola Solutions Off Campus Hiring Fresher For *Software Engineer*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/M.Sc,https://bit.ly/3hdyCwZ
-1001309472884,"DXC Off Campus Hiring Fresher For *Data Analyst*        
        
Location  : Bangalore  
        
Qualification   : Bachelor Degree        
        
Work Experience : Fresher - More Years      
 
Batch : 2022/2021/2020/2019  
        
CTC    : 4 LPA        
        
Apply Link   : ****http://bit.ly/3qKKkmF****        
        
Telegram Group Link : ****https://t.me/fresheroffcampus",**DXC Off Campus Hiring Fresher For *Data Analyst*,2022/2021/2020/2019,Bachelor Degree,http://bit.ly/3qKKkmF
-1001309472884,"Adobe Off Campus Hiring Fresher For *Software Quality Engineer*      
      
Location  : Noida      
      
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc    
      
Work Experience : Fresher - 5 Years     
 
Batch : 2022/2021/2020  
      
CTC    : Approx 8 - 22 LPA      
      
Apply Link   : ****https://bit.ly/3yxPxA4****      
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Adobe Off Campus Hiring Fresher For *Software Quality Engineer*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3yxPxA4
-1001309472884,"KPMG Off Campus Hiring Fresher For *Analyst*        
        
Location  : Bangalore  
        
Qualification   : Bachelors Degree in Commerce/Degree or Diploma in Finance or Accounting    
        
Work Experience : Fresher - 1 Year   
  
Batch : 2022/2021/2020/2019     
        
CTC    : 3 - 4 LPA        
        
Apply Link   : ****https://bit.ly/3OlRtok****     
        
Telegram Group Link : ****https://t.me/fresheroffcampus",**KPMG Off Campus Hiring Fresher For *Analyst*,2022/2021/2020/2019,Bachelors Degree in Commerce/Degree or Diploma in Finance or Accounting,https://bit.ly/3OlRtok
-1001309472884,"IBM Off Campus Hiring Fresher For *Intern*            
            
Location  : Bangalore       
            
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc         
            
Work Experience : Fresher      
 
Batch : 2022/2021/2020       
            
CTC    : 15k - 35k Per Month            
            
Apply Link   : ****https://bit.ly/3nl5iso****            
            
Telegram Group Link : ****https://t.me/fresheroffcampus",**IBM Off Campus Hiring Fresher For *Intern*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3nl5iso
-1001309472884,"Intel Off Campus Hiring Fresher For *Software Development Engineer*   
   
Location  : Bangalore   
   
Qualification   : Bachelor's/Master's degree   
   
Work Experience : Fresher

Batch : 2022/2021/2020 
   
CTC    : Approx 12 LPA   
   
Apply Link   : ****https://bit.ly/2WSKRro****   
   
Telegram Group Link : ****https://t.me/fresheroffcampus",**Intel Off Campus Hiring Fresher For *Software Development Engineer*,2022/2021/2020,Bachelor's/Master's degree,https://bit.ly/2WSKRro
-1001309472884,"Acko Off Campus Hiring Fresher For *Associate *       
       
Location  :  Bangalore  
       
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc/B.Sc/BCA  
       
Work Experience : Fresher  - 1 Year 
 
Batch : 2022/2021/2020/2019  
       
CTC    : 3 LPA       
       
Apply Link   : ****https://bit.ly/3mi5h6I****     
       
Telegram Group Link : ****https://t.me/fresheroffcampus",**Acko Off Campus Hiring Fresher For *Associate *,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc/B.Sc/BCA,https://bit.ly/3mi5h6I
-1001309472884,"HTC Global Service Off Campus Hiring Fresher For *Jr Dot net Developer*      
      
Location: Chennai/Hyderabad/Bangalore    
      
Qualification: B.E/B.Tech/M.E/M.Tech/MCA/M.Sc    
      
Work Experience: 6 months - 1 Year   
 
Batch: 2022/2021/2020  
      
CTC    : 5 - 7 LPA      
      
Apply Link: ****https://bit.ly/3SE31FT****   
      
Telegram Group Link: ****https://t.me/fresheroffcampus",**HTC Global Service Off Campus Hiring Fresher For *Jr Dot net Developer*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3SE31FT
-1001309472884,"Bookmyshow Off Campus Hiring Fresher For *Software Development Engineer*      
      
Location  : Mumbai   
      
Qualification   : Any Graduate   
      
Work Experience : Fresher   
 
Batch :2022/2021/2020 
     
CTC    : 7 LPA  
      
Apply Link   : ****http://bit.ly/3I7mQyE****      
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Bookmyshow Off Campus Hiring Fresher For *Software Development Engineer*,2022/2021/2020,Any Graduate,http://bit.ly/3I7mQyE
-1001309472884,"TCS Off Campus  Still Open Anybody Missed It Apply Now*   
TCS Off Campus Hiring Fresher For Ninja and Digital      
Location  : PAN India       
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc        
Work Experience : Fresher        
Batch : 2023   
CTC    : 3.5 - 6.5 LPA           
        
Apply Link   : ****https://bit.ly/2WVGA6r****        
        
Telegram Group Link : ****https://t.me/fresheroffcampus",***TCS Off Campus  Still Open Anybody Missed It Apply Now*,2023,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/2WVGA6r
-1001309472884,"Wipro Off Campus Hiring For *Associate*          
          
Location  : Mumbai     
          
Qualification   : Bachelor's Degree         
          
Work Experience : Fresher - 2 Years       
 
Batch : 2022/2021/2020/2019 
 
CTC : 2.6 LPA   
          
Apply Link   : ****https://bit.ly/3qEoBhz****          
          
Telegram Group Link : ****https://t.me/fresheroffcampus",**Wipro Off Campus Hiring For *Associate*,2022/2021/2020/2019,Bachelor's Degree,https://bit.ly/3qEoBhz
-1001309472884,"Amazon Off Campus Hiring Fresher *Customer Service Associate*     
     
Location  : Bangalore 
     
Qualification   : Any Graduate 
     
Work Experience : Fresher

Batch : 2022/2021/2020/2019/2018 
 
CTC : 2.5 LPA   
     
Apply Link   : ****https://bit.ly/3jIcP1q****   
     
Telegram Group Link : ****https://t.me/fresheroffcampus",**Amazon Off Campus Hiring Fresher *Customer Service Associate*,2022/2021/2020/2019/2018,Any Graduate,https://bit.ly/3jIcP1q
-1001309472884,"PubMatic Off Campus Hiring Fresher For *Software Engineer*  
  
Location  : Pune  
  
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA  
  
Work Experience : Fresher - 4 Years 

Batch : 2022/2021/2020 
  
CTC    : Approx 9 - 12 LPA  
  
Apply Link   : ****https://bit.ly/3kJOiKq****  
  
Telegram Group Link : ****https://t.me/fresheroffcampus",**PubMatic Off Campus Hiring Fresher For *Software Engineer*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA,https://bit.ly/3kJOiKq
-1001309472884,"Infosys Off Campus Hiring Fresher *Internship*           
           
Location  : Pan india    
           
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc           
           
Work Experience : Fresher         
 
Batch : 2022/2021/2020    
           
CTC  : 15k per month        
           
Apply Link   : ****https://bit.ly/3Px8kp6****          
           
Telegram Group Link : ****https://t.me/fresheroffcampus",**Infosys Off Campus Hiring Fresher *Internship*,2022/2021/2020,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3Px8kp6
-1001309472884,"Zebra Off Campus Hiring Fresher For *Software Engineer*       
       
Location  : Pune    
       
Qualification   : B.E/B.Tech       
       
Work Experience : Fresher - 2 Years      
   
Batch : 2022/2021/2020/2019    
       
CTC    : 8 - 8.5 LPA       
       
Apply Link   : ****https://bit.ly/3wTnNVT****       
       
Telegram Group Link : ****https://t.me/fresheroffcampus",**Zebra Off Campus Hiring Fresher For *Software Engineer*,2022/2021/2020/2019,B.E/B.Tech,https://bit.ly/3wTnNVT
-1001309472884,"IQVIA Off Campus Hiring Fresher For *Associate Software Developer*      
      
Location  : Chennai   
      
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc      
      
Work Experience : Fresher  
  
Batch : 2022/2021/2020/2019   
      
CTC     : 4 - 5 LPA      
      
Apply Link   : ****https://bit.ly/3DMfrmK****     
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**IQVIA Off Campus Hiring Fresher For *Associate Software Developer*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3DMfrmK
-1001309472884,"Samsung Reminder*
Samsung Electronics Off Campus Hiring Fresher *Software Engineer*      
      
Location  : Noida   
      
Qualification   : B.E/B.Tech/M.E/M.Tech    
      
Work Experience : Fresher     
    
Batch : 2021/2022    
      
CTC    : 11 LPA    
      
Apply Link   : ****https://bit.ly/3Q9yjTa****   
      
Telegram Group Link : ****https://t.me/fresheroffcampus",***Samsung Reminder*,2021/2022,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3Q9yjTa
-1001309472884,"Amazon Off Campus Hiring Fresher For *Associate, Quality Services*            
            
Location  : Chennai          
            
Qualification   : Any Graduate          
            
Work Experience : Fresher - 1 Years  
 
Batch : 2022/2021/2020/2019           
            
CTC    : 2.5 LPA            
            
Apply Link   : ****http://bit.ly/3s2YzFa****            
            
Telegram Group Link : ****https://t.me/fresheroffcampus","**Amazon Off Campus Hiring Fresher For *Associate, Quality Services*",2022/2021/2020/2019,Any Graduate,http://bit.ly/3s2YzFa
-1001309472884,"IBM Off Campus Hiring Fresher For *Analyst*      
      
Location  : PAN India  
      
Qualification   : B.E/B.Tech/M.E/M.Tech/M.Sc/MCA  
      
Work Experience : Fresher - 1 Year    
 
Batch : 2022/2021/2020/2019  
       
CTC    : 3 - 4.5 LPA      
      
Apply Link   : ****https://bit.ly/3u8W8SY****      
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**IBM Off Campus Hiring Fresher For *Analyst*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/M.Sc/MCA,https://bit.ly/3u8W8SY
-1001309472884,"Cognizant Off Campus Hiring Fresher For *Programmer Analyst*   
   
Location  : Bangalore   
   
Qualification   : BE/B.Tech/M.E/M.Tech/MCA/MSC   
   
Batch     : 2019/2020/2021/2022   
   
Work Experience : Fresher   
   
CTC    : 4 LPA   
   
Apply Link   : ****https://bit.ly/3it139O****   
   
Telegram Group Link : ****https://t.me/fresheroffcampus",**Cognizant Off Campus Hiring Fresher For *Programmer Analyst*,2019/2020/2021/2022,BE/B.Tech/M.E/M.Tech/MCA/MSC,https://bit.ly/3it139O
-1001309472884,"Amazon Off Campus Hiring Fresher For *Digital Associate*    
    
Location  : Chennai    
    
Qualification   : Any Graduate    
    
Work Experience : Fresher    

CTC : 2.5 LPA 

Batch : 2022/2021/2020/2019
    
Apply Link   : ****https://bit.ly/3y0Dixq****    
    
Telegram Group Link : ****https://t.me/fresheroffcampus",**Amazon Off Campus Hiring Fresher For *Digital Associate*,2022/2021/2020/2019,Any Graduate,https://bit.ly/3y0Dixq
-1001309472884,"Infosys Off Campus Hiring Fresher For *Technical Process Executive*                  
                  
Location  : Bangalore    
                  
Qualification   : B.E/B.Tech/B.Sc/B.Com/BBA/BA    
                  
Work Experience : Fresher          
    
Batch : 2022/2021/2020/2019    
    
CTC : 2.2 LPA          
                  
Apply Link   : ****https://bit.ly/3zT4z58****                  
                  
Telegram Group Link : ****https://t.me/fresheroffcampus",**Infosys Off Campus Hiring Fresher For *Technical Process Executive*,2022/2021/2020/2019,B.E/B.Tech/B.Sc/B.Com/BBA/BA,https://bit.ly/3zT4z58
-1001309472884,"Deloitte Off Campus Hiring Fresher For *Analyst*    
    
Location  : Hyderabad    
    
Qualification   : B.E/B.Tech/MCA 
    
Work Experience : Fresher

Batch : 2022/2021/2020 
    
CTC    : 5 - 6 LPA    
    
Apply Link   : ****https://bit.ly/2X08hvb****    
    
Telegram Group Link : ****https://t.me/fresheroffcampus",**Deloitte Off Campus Hiring Fresher For *Analyst*,2022/2021/2020,B.E/B.Tech/MCA,https://bit.ly/2X08hvb
-1001309472884,"GlobalLogic Off Campus Hiring Fresher For *Associate Analyst*  
  
Location: Gurgaon 
  
Qualification: Graduate (In any discipline) 
  
Work Experience: Fresher 

Batch: 2022/2021/2020/2019 
  
CTC    : 2 LPA  
  
Apply Link: ****https://bit.ly/3rvmBrW**** 
  
Telegram Group Link: ****https://t.me/fresheroffcampus",**GlobalLogic Off Campus Hiring Fresher For *Associate Analyst*,2022/2021/2020/2019,Graduate (In any discipline),https://bit.ly/3rvmBrW
